Number of Tasks,MPI Time (seconds) N=10,000 * Number of Tasks
1,0.00377952
2,0.00456728
4,0.00558182
5,0.00549416
8,0.00690665
10,0.00732904
20,0.0108265
25,0.0137842
40,0.0177985
50,0.0283177

