Number of Tasks (p),Speedup = T(n, 1) / T(n, p) N=100000,Speedup = T(n, 1) / T(n, p) N=1000000
1,1,1
2,1.700973944,1.638720687
4,2.844099852,2.625271178
5,3.748111375,3.168664401
8,4.369453603,4.01078921
10,4.96534545,4.697441174
20,5.94635378,5.568254087
25,5.210627147,5.964464462
40,5.568479128,5.484168698
50,6.574317429,6.016285137
